Component ID,Component Name*,Description,Comment,Quality,Location,PA,In Cubicle,Controller,Mnemonic Name,,,,,,TO BE ADDED,,
D1-N9-GAB0-COMP-071,55GAB0-MZH-2502,high limit switch,A60 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-072,55GAB0-MZL-2502,Low limit switch,A60 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-073,55GAB0-GM-2501,Motor,A60 M2 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-074,55GAB0-GM-2502,Motor,A60 M2 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-075,55GAB0-MTE-2503,Thermocouple: N Type,A60 M1 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-076,55GAB0-MTE-2504,Thermocouple: N Type,A60 M1 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-077,55GAB0-MZH-2503,high limit switch,A60 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-078,55GAB0-MZL-2503,Low limit switch,A60 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-079,55GAB0-MZH-2504,high limit switch,A60 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-080,55GAB0-MZL-2504,Low limit switch,A60 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-081,55GAB0-GM-2503,Motor,A60 M1 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-082,55GAB0-GM-2504,Motor,A60 M21 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-083,55GAB0-MZS-3301,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-084,55GAB0-MZS-3302,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-085,55GAB0-MZS-3303,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-086,55GAB0-MZS-3304,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-087,55GAB0-MZS-3305,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-088,55GAB0-MZS-3306,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-089,55GAB0-MZH-3202,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-090,55GAB0-MZL-3202,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-091,55GAB0-MZH-3204,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-092,55GAB0-MZL-3204,limit switch,Filter Wheel home switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-093,55GAB0-GM-3301,Motor,Filter wheel motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-094,55GAB0-GM-3302,Motor,Filter wheel motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-095,55GAB0-GM-3303,Motor,Filter wheel motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-096,55GAB0-GM-3304,Motor,Filter wheel motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-097,55GAB0-GM-3305,Motor,Filter wheel motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-098,55GAB0-GM-3306,Motor,Filter wheel motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-099,55GAB0-MTE-3101,Thermocouple: N Type,Calibration Assembly thermocouple: BB source,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-100,55GAB0-MTE-3102,Thermocouple: N Type,Calibration Assembly thermocouple : BB source,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-101,55GAB0-MTE-3103,Thermocouple: N Type,Calibration Assembly thermocouple : IS source,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-102,55GAB0-MTE-3104,Thermocouple: N Type,Calibration Assembly thermocouple : IS source,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-103,55GAB0-MTE-3105,Thermocouple: N Type,Diachromatic splitter thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-104,55GAB0-CSO-3101,Calibration source : Blackbody,Calibration source,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-SCI-9101,,,,,,,,,
D1-N9-GAB0-COMP-105,55GAB0-CSO-3102,Calibration source: Integrated sphere,Calibration source,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-SCI-9101,,,,,,,,,
D1-N9-GAB0-COMP-106,55GAB0-MTE-3201,Thermocouple: N Type,A70 W1 Temperature,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-107,55GAB0-MTE-3202,Thermocouple: N Type,A70 S1 Temperature,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-108,55GAB0-MTE-3203,Thermocouple: N Type,A80 temperature : Spare,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-109,55GAB0-MTE-3204,Thermocouple: N Type,CAM optics bench temperature,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-110,55GAB0-MTE-3205,Thermocouple: N Type,CAM optics bench temperature,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-111,55GAB0-MTE-3206,Thermocouple: N Type,CAM optics bench temperature,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-112,55GAB0-MTE-3207,Thermocouple: N Type,CAM optics bench temperature,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-113,55GAB0-MTE-3208,Thermocouple: N Type,Temperature : spare,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-114,55GAB0-MTE-3209,Thermocouple: N Type,Temperature : spare,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-115,55GAB0-MTE-3210,Thermocouple: N Type,Temperature : spare,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-116,55GAB0-GM-3302,Motor,visible camera linear stage,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-117,55GAB0-GM-3304,Motor,visible camera linear stage,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-118,55GAB0-MZH-3202,high limit switch,visible camera linear stage high limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-119,55GAB0-MZL-3202,Low limit switch,visible camera linear stage low limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-120,55GAB0-MZH-3204,high limit switch,visible camera linear stage high limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-121,55GAB0-MZL-3204,Low limit switch,visible camera linear stage low limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-122,55GAB0-RCK-3100,RF macthing box,RF matching box 1,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,Shielded Electronics Rack,55GAB0-PSU-9212,,,,,,,,,
D1-N9-GAB0-COMP-123,55GAB0-RCK-3200,RF macthing box,RF matching box 2,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,Shielded Electronics Rack,55GAB0-PSU-9214,,,,,,,,,
-,TBD,RF active matching media converter,RF matching box 1 media converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.02,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,RF active matching media converter,RF matching box 2 media converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.03,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,IR CAM1 Media converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.04,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,IR CAM2 Media converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.05,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,VIS CAM1 Media Converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.06,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,VIS CAM2 Media Converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.07,Shielded Electronics Rack,N/A,,,,,,,,,
D1-N9-GAB0-COMP-124,55GAB0-MPE-7073,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-125,55GAB0-MTE-7373,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-126,55GAB0-MPE-7075,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-127,55GAB0-MPE-7076,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-128,55GAB0-MFE-7074,flow sensor,Chilled water flow sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-129,55GAB0-ATC-1008,Actuator,Chilled water valve actuator,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-130,55GAB0-MPE-7071,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-131,55GAB0-MTE-7371,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-132,55GAB0-MPE-7072,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-133,55GAB0-MPE-7071,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-134,55GAB0-MFE-7073,flow sensor,Chilled water flow sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-135,55GAB0-ATC-1007,Actuator,Chilled water valve actuator,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-136,55GAB0-PSU-9211,RF generator 1,RF generator,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-137,55GAB0-PSU-9214,RF generator 2,RF generator,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-138,55GAB0-SWT-9001,"Managed 24-port Full Gigabit 19"" Switch with redundant PSU ","Hirschmann MACH 104, mach104-20tx-fr HIR942003101 ",unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,N/A,,,,,,,,,
D1-N9-GAB0-COMP-139,55GAB0-SWT-9002,LAN hub,LAN Hub (ITER catalogue),unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,N/A,,,,,,,,,
D1-N9-GAB0-COMP-140,55GAB0-PLC-9001,Cubicle monitoring with Siemens Simatic PLC,Siemens Simatic S7-1200,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,N/A,,,,,,,,,
D1-N9-GAB0-COMP-141,55GAB0-PCF-9001,I&C grade master controller computer,I&C grade computer,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,N/A,,,,,,,,,
D1-N9-GAB0-COMP-142,55GAB0-PSU-9005,Programmable DC filament PSU,Custom under design,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-143,55GAB0-SCI-9101,filament signal conditioning unit,Custom under design,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-144,55GAB0-MTC-9001,Blackbody oven controller,Mikron M330 blackbodies,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-145,55GAB0-CMO-9001,12 Axis motor controller,PI C-663. 12C885,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-146,55GAB0-CU-7301,Local Control Cubicle for UP#14,Cubicle,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,N/A,,,,,,,,,
D1-N9-GAB0-COMP-147,55GAB0-PSU-9001,DCPS #1,Keysight N700,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-148,55GAB0-PSU-9002,DCPS #2,Keysight N701,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-149,55GAB0-PSU-9003,DCPS #3,Keysight N702,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
D1-N9-GAB0-COMP-150,55GAB0-PSU-9004,DCPS #4,Keysight N703,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7302,55GAB0-PCF-9001,,,,,,,,,
-,55GAB0-MZL-0301,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0301,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZL-0315,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0315,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZL-0317,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0317,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZL-0319,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0319,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZL-0321,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0321,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZL-0322,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0322,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZL-0323,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MZH-0323,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MP-0001,Pressure sensor,Pressure measurement at pneumatic control valve,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MP-0002,Pressure sensor,Pressure measurement at pneumatic control valve,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-MP-0004,Pressure sensor,Pressure measurement at pneumatic control valve,unconfirmed,11-L2-C15,PA 5.5.P3.US.02,N/A,55GAB0-PLC-9003,,,,,,,,,
D1-N9-GAB0-COMP-163,55GAB0-PL-4401,Pump ,Shutter actuator pump 1,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-164,55GAB0-PL-4402,Pump ,Shutter actuator pump 2,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATG-0301,Actuator,Electromagnetic acutator for VG-0301,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATG-0315,Actuator,Electromagnetic acutator for VG-0315,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATG-0317,Actuator,Electromagnetic acutator for VG-0317,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATG-0319,Actuator,Electromagnetic acutator for VG-0319,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATG-0321,Actuator,Electromagnetic acutator for VG-0321,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATC-0322,Actuator,Electromagnetic acutator for VG-0322,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
-,55GAB0-ATC-0010,Actuator,Electromagnetic acutator for VG-0323,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-171,55GAB0-ATC-1010,Actuator,Chilled water valve actuator,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAC0-COMP-001,55GAC0-CU-7302,Local Control Cubicle for UP#14,,confirmed good,74-L2-04,PA 5.5.P3.US.01,N/A,N/A,,,,,,Tag,Description,Location,
D1-N9-GAC0-COMP-002,55GAC0-PLC-9003,Cubicle monitoring with Siemens Simatic PLC,Siemens Simatic S7-1200,confirmed good,74-L2-04,PA 5.5.P3.US.01,55GAC0-CU-7301,N/A,,,,,,MZH-0323,high limit switch,valve box,DONE
D1-N9-GAC0-COMP-003,55GAC0-SWT-9003,"Managed 24-port Full Gigabit 19"" Switch with redundant PSU ","Hirschmann MACH 104, mach104-20tx-fr HIR942003101 ",confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAC0-CU-7301,N/A,,,,,,MZL-0323,low limit switch,valve box,DONE
D1-N9-GAC0-COMP-004,55GAC0-PCF-9003,I&C Grade HDEC PC 4U Computer,ID01549-A-006/ITER (Master Controller),confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAC0-CU-7302,N/A,,Already in diagram,,,,ATG-0010,general actuator valve,valve box,DONE
D1-N9-GAC0-COMP-005,55GAC0-PCF-9004,DAQ Grade HDEC PC 4U Computer,ID01812-B-001/ITER #1,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAC0-CU-7301,N/A,,,,,,MP-0001,pressure transmitter,valve box,DONE
D1-N9-GAC0-COMP-006,55GAC0-PCF-9002,DAQ Grade HDEC PC 4U Computer,ID01812-B-001/ITER #2,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAC0-CU-7301,N/A,,,,,,MZH-0315,high limit switch,valve box,DONE
D1-N9-GAC0-COMP-007,55GAC0-DAS-9002,MTCA.4 Chassis #1,MTCA-12-2P-ML,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAC0-CU-7301,55GAC0-PCF-9003,,,,,,MZL-0315,low limit switch,valve box,DONE
D1-N9-GAC0-COMP-008,55GAC0-DAS-9003,MTCA.4 Chassis #2,MTCA-12-2P-ML,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAC0-CU-7301,55GAC0-PCF-9004,,,,,,ATG-0315,general actuator valve,valve box,DONE
D1-N9-GAC0-COMP-009,55GAC0-CCD-3201,Infrared Camera #1,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAC0-PCF-9003,,Not in diagram/Need to be removed from sheet,,,,MZH-0317,high limit switch,valve box,DONE
D1-N9-GAC0-COMP-010,55GAC0-CCD-3203,Infrared Camera #2,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAC0-PCF-9003,,,,,,MZL-0317,low limit switch,valve box,DONE
D1-N9-GAC0-COMP-011,55GAC0-CCD-3202,Visible Camera #1,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAC0-PCF-9004,,,,,,ATG-0317,general actuator valve,valve box,DONE
D1-N9-GAC0-COMP-012,55GAC0-CCD-3204,Visible Camera #2,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAC0-PCF-9004,,,,,,MP-0004,pressure transmitter,valve box,DONE
D1-N9-GAC0-COMP-013,55GAC0-PSU-9006,Power Supply,Caen SY5527LC,unconfirmed,74-L2-04,PA 5.5.P3.US.01,74-L2-08,55GAC0-PCF-9002,,Tag need checking,,,,MZH-0319,high limit switch,valve box,DONE
D1-N9-GAC0-COMP-014,55GAC0-MTE-1101,Thermocouple: N Type,A10 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAC0-PLC-9002,,,,,,MZL-0319,low limit switch,valve box,DONE
D1-N9-GAC0-COMP-015,55GAC0-MTE-1102,Thermocouple: N Type,A10 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAC0-PLC-9002,,,,,,ATG-0319,general actuator valve,valve box,DONE
D1-N9-GAC0-COMP-016,55GAC0-MTE-1103,Thermocouple: N Type,A10 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAC0-PLC-9002,,,,,,MP-0002,pressure transmitter,valve box,DONE
D1-N9-GAC0-COMP-017,55GAC0-CSO-1101,Calibration source: filament,A10 Calibration source,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAC0-PLC-9002,,Newly added/Edited,,,,MZH-0321,high limit switch,valve box,DONE
D1-N9-GAC0-COMP-018,55GAC0-CSO-1102,Calibration source: filament,A10 Calibration source,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAC0-PLC-9002,,,,,,MZL-0321,low limit switch,valve box,DONE
D1-N9-GAC0-COMP-019,55GAC0-MTE-1201,Thermocouple: N Type,A20 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAC0-PLC-9002,,,,,,ATG-0321,general actuator valve,valve box,DONE
